2000
1933=>[HU: f_id=X9G-10227.03.2290010479, hw_v=H14, l_num=1933, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285058, sw_v=0421]
1807=>[HU: f_id=X9G-10227.03.2290010759, hw_v=H14, l_num=1807, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285925, sw_v=0421]
1644=>[HU: f_id=X9G-10227.03.2290010711, hw_v=H14, l_num=1644, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285778, sw_v=0421]
731=>[HU: f_id=X9G-10223.03.2290010084, hw_v=H14, l_num=731, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268010, sw_v=0421]
1481=>[HU: f_id=X9G-10227.03.2290010227, hw_v=H14, l_num=1481, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284226, sw_v=0421]
1514=>[HU: f_id=X9G-10227.03.2290010096, hw_v=H14, l_num=1514, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0283886, sw_v=0421]
398=>[HU: f_id=X9G-10222.03.2290011631, hw_v=H14, l_num=398, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266843, sw_v=0421]
1616=>[HU: f_id=X9G-10228.03.2290010014, hw_v=H14, l_num=1616, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0286098, sw_v=0421]
1453=>[HU: f_id=X9G-10227.03.2290010173, hw_v=H14, l_num=1453, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284116, sw_v=0421]
86 =>[HU: f_id=X9G-10216.03.2290010185, hw_v=H14, l_num= 86, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241258, sw_v=0421]
1290=>[HU: f_id=X9G-10229.03.2290010005, hw_v=H14, l_num=1290, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290078, sw_v=0421]
1323=>[HU: f_id=X9G-10229.03.2290010038, hw_v=H14, l_num=1323, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290184, sw_v=0421]
262=>[HU: f_id=X9G-10223.03.2290010019, hw_v=H14, l_num=262, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267045, sw_v=0421]
275=>[HU: f_id=X9G-10222.03.2290011576, hw_v=H14, l_num=275, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266682, sw_v=0421]
75 =>[HU: f_id=X9G-10216.03.2290010160, hw_v=H14, l_num= 75, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241186, sw_v=0421]
544=>[HU: f_id=X9G-10222.03.2290011523, hw_v=H14, l_num=544, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266589, sw_v=0421]
1425=>[HU: f_id=X9G-10227.03.2290010241, hw_v=H14, l_num=1425, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284256, sw_v=0421]
152=>[HU: f_id=X9G-10216.03.2290010110, hw_v=H14, l_num=152, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241038, sw_v=0421]
1262=>[HU: f_id=X9G-10229.03.2290010117, hw_v=H14, l_num=1262, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290384, sw_v=0421]
531=>[HU: f_id=X9G-10222.03.2290011387, hw_v=H14, l_num=531, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266306, sw_v=0421]
1132=>[HU: f_id=X9G-10227.03.2290010360, hw_v=H14, l_num=1132, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284707, sw_v=0421]
1885=>[HU: f_id=X9G-10227.03.2290010726, hw_v=H14, l_num=1885, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285820, sw_v=0421]
1918=>[HU: f_id=X9G-10227.03.2290010491, hw_v=H14, l_num=1918, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285095, sw_v=0421]
421=>[HU: f_id=X9G-10222.03.2290011508, hw_v=H14, l_num=421, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266567, sw_v=0421]
654=>[HU: f_id=X9G-10223.03.2290010208, hw_v=H14, l_num=654, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268232, sw_v=0421]
667=>[HU: f_id=X9G-10223.03.2290010142, hw_v=H14, l_num=667, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268098, sw_v=0421]
467=>[HU: f_id=X9G-10222.03.2290011554, hw_v=H14, l_num=467, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266640, sw_v=0421]
800=>[HU: f_id=X9G-10223.03.2290010099, hw_v=H14, l_num=800, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268026, sw_v=0421]
1071=>[HU: f_id=X9G-10227.03.2290010439, hw_v=H14, l_num=1071, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284950, sw_v=0421]
1104=>[HU: f_id=X9G-10227.03.2290010353, hw_v=H14, l_num=1104, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284676, sw_v=0421]
1694=>[HU: f_id=X9G-10227.03.2290010792, hw_v=H14, l_num=1694, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285997, sw_v=0421]
1727=>[HU: f_id=X9G-10227.03.2290010634, hw_v=H14, l_num=1727, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285548, sw_v=0421]
1857=>[HU: f_id=X9G-10228.03.2290010034, hw_v=H14, l_num=1857, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0286186, sw_v=0421]
344=>[HU: f_id=X9G-10223.03.2290010009, hw_v=H14, l_num=344, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267025, sw_v=0421]
55 =>[HU: f_id=X9G-10216.03.2290010162, hw_v=H14, l_num= 55, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241194, sw_v=0421]
357=>[HU: f_id=X9G-10222.03.2290011612, hw_v=H14, l_num=357, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266754, sw_v=0421]
1829=>[HU: f_id=X9G-10227.03.2290010690, hw_v=H14, l_num=1829, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285719, sw_v=0421]
44 =>[HU: f_id=X9G-10216.03.2290010146, hw_v=H14, l_num= 44, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241145, sw_v=0421]
1666=>[HU: f_id=X9G-10227.03.2290010781, hw_v=H14, l_num=1666, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285974, sw_v=0421]
613=>[HU: f_id=X9G-10222.03.2290011416, hw_v=H14, l_num=613, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266370, sw_v=0421]
1536=>[HU: f_id=X9G-10227.03.2290010146, hw_v=H14, l_num=1536, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284042, sw_v=0421]
221=>[HU: f_id=X9G-10222.03.2290011686, hw_v=H14, l_num=221, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266921, sw_v=0421]
749=>[HU: f_id=X9G-10223.03.2290010042, hw_v=H14, l_num=749, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267091, sw_v=0421]
736=>[HU: f_id=X9G-10223.03.2290010124, hw_v=H14, l_num=736, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268064, sw_v=0421]
813=>[HU: f_id=X9G-10223.03.2290010318, hw_v=H14, l_num=813, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268570, sw_v=0421]
859=>[HU: f_id=X9G-10223.03.2290010310, hw_v=H14, l_num=859, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268559, sw_v=0421]
936=>[HU: f_id=X9G-10224.03.2290010043, hw_v=H14, l_num=936, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271455, sw_v=0421]
549=>[HU: f_id=X9G-10222.03.2290011521, hw_v=H14, l_num=549, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266587, sw_v=0421]
1475=>[HU: f_id=X9G-10227.03.2290010247, hw_v=H14, l_num=1475, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284267, sw_v=0421]
157=>[HU: f_id=X9G-10216.03.2290010024, hw_v=H14, l_num=157, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0240780, sw_v=0421]
1345=>[HU: f_id=X9G-10229.03.2290010089, hw_v=H14, l_num=1345, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290301, sw_v=0421]
1508=>[HU: f_id=X9G-10227.03.2290010122, hw_v=H14, l_num=1508, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0283986, sw_v=0421]
818=>[HU: f_id=X9G-10223.03.2290010314, hw_v=H14, l_num=818, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268565, sw_v=0421]
923=>[HU: f_id=X9G-10224.03.2290010090, hw_v=H14, l_num=923, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271581, sw_v=0421]
426=>[HU: f_id=X9G-10222.03.2290011514, hw_v=H14, l_num=426, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266578, sw_v=0421]
24 =>[HU: f_id=X9G-10216.03.2290010126, hw_v=H14, l_num= 24, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241083, sw_v=0421]
413=>[HU: f_id=X9G-10222.03.2290011465, hw_v=H14, l_num=413, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266475, sw_v=0421]
805=>[HU: f_id=X9G-10224.03.2290010013, hw_v=H14, l_num=805, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270878, sw_v=0421]
1284=>[HU: f_id=X9G-10229.03.2290010010, hw_v=H14, l_num=1284, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290092, sw_v=0421]
1317=>[HU: f_id=X9G-10229.03.2290010061, hw_v=H14, l_num=1317, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290223, sw_v=0421]
1154=>[HU: f_id=X9G-10227.03.2290010279, hw_v=H14, l_num=1154, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284351, sw_v=0421]
303=>[HU: f_id=X9G-10222.03.2290011718, hw_v=H14, l_num=303, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266991, sw_v=0421]
928=>[HU: f_id=X9G-10224.03.2290010082, hw_v=H14, l_num=928, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271563, sw_v=0421]
349=>[HU: f_id=X9G-10223.03.2290010016, hw_v=H14, l_num=349, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267038, sw_v=0421]
1093=>[HU: f_id=X9G-10227.03.2290010462, hw_v=H14, l_num=1093, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285007, sw_v=0421]
1126=>[HU: f_id=X9G-10227.03.2290010268, hw_v=H14, l_num=1126, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284316, sw_v=0421]
1749=>[HU: f_id=X9G-10227.03.2290010585, hw_v=H14, l_num=1749, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285389, sw_v=0421]
1879=>[HU: f_id=X9G-10228.03.2290010038, hw_v=H14, l_num=1879, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0286194, sw_v=0421]
1921=>[HU: f_id=X9G-10227.03.2290010524, hw_v=H14, l_num=1921, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285191, sw_v=0421]
239=>[HU: f_id=X9G-10222.03.2290011725, hw_v=H14, l_num=239, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267005, sw_v=0421]
226=>[HU: f_id=X9G-10222.03.2290011695, hw_v=H14, l_num=226, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266940, sw_v=0421]
508=>[HU: f_id=X9G-10222.03.2290011534, hw_v=H14, l_num=508, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266601, sw_v=0421]
618=>[HU: f_id=X9G-10222.03.2290011411, hw_v=H14, l_num=618, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266360, sw_v=0421]
116=>[HU: f_id=X9G-10216.03.2290010096, hw_v=H14, l_num=116, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0240992, sw_v=0421]
1688=>[HU: f_id=X9G-10227.03.2290010767, hw_v=H14, l_num=1688, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285942, sw_v=0421]
103=>[HU: f_id=X9G-10216.03.2290010201, hw_v=H14, l_num=103, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241355, sw_v=0421]
1558=>[HU: f_id=X9G-10227.03.2290010110, hw_v=H14, l_num=1558, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0283932, sw_v=0421]
1730=>[HU: f_id=X9G-10227.03.2290010642, hw_v=H14, l_num=1730, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285573, sw_v=0421]
1600=>[HU: f_id=X9G-10227.03.2290010136, hw_v=H14, l_num=1600, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284021, sw_v=0421]
1497=>[HU: f_id=X9G-10227.03.2290010180, hw_v=H14, l_num=1497, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284130, sw_v=0421]
1367=>[HU: f_id=X9G-10229.03.2290010125, hw_v=H14, l_num=1367, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290408, sw_v=0421]
308=>[HU: f_id=X9G-10222.03.2290011721, hw_v=H14, l_num=308, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266997, sw_v=0421]
1339=>[HU: f_id=X9G-10229.03.2290010043, hw_v=H14, l_num=1339, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290194, sw_v=0421]
890=>[HU: f_id=X9G-10223.03.2290010255, hw_v=H14, l_num=890, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268371, sw_v=0421]
1176=>[HU: f_id=X9G-10227.03.2290010305, hw_v=H14, l_num=1176, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284433, sw_v=0421]
1209=>[HU: f_id=X9G-10229.03.2290010106, hw_v=H14, l_num=1209, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290349, sw_v=0421]
1971=>[HU: f_id=X9G-10227.03.2290010564, hw_v=H14, l_num=1971, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285317, sw_v=0421]
1841=>[HU: f_id=X9G-10227.03.2290010669, hw_v=H14, l_num=1841, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285654, sw_v=0421]
1148=>[HU: f_id=X9G-10227.03.2290010337, hw_v=H14, l_num=1148, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284634, sw_v=0421]
1018=>[HU: f_id=X9G-10227.03.2290010322, hw_v=H14, l_num=1018, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284524, sw_v=0421]
108=>[HU: f_id=X9G-10216.03.2290010016, hw_v=H14, l_num=108, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0240756, sw_v=0421]
1943=>[HU: f_id=X9G-10227.03.2290010551, hw_v=H14, l_num=1943, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285269, sw_v=0421]
1780=>[HU: f_id=X9G-10227.03.2290010568, hw_v=H14, l_num=1780, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285331, sw_v=0421]
1813=>[HU: f_id=X9G-10227.03.2290010701, hw_v=H14, l_num=1813, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285751, sw_v=0421]
1650=>[HU: f_id=X9G-10227.03.2290010709, hw_v=H14, l_num=1650, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285772, sw_v=0421]
972=>[HU: f_id=X9G-10224.03.2290010069, hw_v=H14, l_num=972, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271539, sw_v=0421]
580=>[HU: f_id=X9G-10223.03.2290010224, hw_v=H14, l_num=580, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268260, sw_v=0421]
1622=>[HU: f_id=X9G-10227.03.2290010720, hw_v=H14, l_num=1622, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285802, sw_v=0421]
1389=>[HU: f_id=X9G-10229.03.2290010166, hw_v=H14, l_num=1389, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290529, sw_v=0421]
895=>[HU: f_id=X9G-10223.03.2290010048, hw_v=H14, l_num=895, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267866, sw_v=0421]
1431=>[HU: f_id=X9G-10227.03.2290010190, hw_v=H14, l_num=1431, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284151, sw_v=0421]
785=>[HU: f_id=X9G-10223.03.2290010133, hw_v=H14, l_num=785, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268080, sw_v=0421]
393=>[HU: f_id=X9G-10222.03.2290011635, hw_v=H14, l_num=393, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266847, sw_v=0421]
772=>[HU: f_id=X9G-10223.03.2290010086, hw_v=H14, l_num=772, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268013, sw_v=0421]
380=>[HU: f_id=X9G-10223.03.2290010029, hw_v=H14, l_num=380, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267064, sw_v=0421]
1198=>[HU: f_id=X9G-10227.03.2290010328, hw_v=H14, l_num=1198, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284603, sw_v=0421]
1403=>[HU: f_id=X9G-10227.03.2290010218, hw_v=H14, l_num=1403, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284207, sw_v=0421]
662=>[HU: f_id=X9G-10223.03.2290010147, hw_v=H14, l_num=662, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268109, sw_v=0421]
1240=>[HU: f_id=X9G-10229.03.2290010093, hw_v=H14, l_num=1240, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290311, sw_v=0421]
1993=>[HU: f_id=X9G-10227.03.2290010520, hw_v=H14, l_num=1993, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285179, sw_v=0421]
1110=>[HU: f_id=X9G-10227.03.2290010352, hw_v=H14, l_num=1110, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284673, sw_v=0421]
1863=>[HU: f_id=X9G-10227.03.2290010746, hw_v=H14, l_num=1863, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285885, sw_v=0421]
270=>[HU: f_id=X9G-10223.03.2290010028, hw_v=H14, l_num=270, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267062, sw_v=0421]
598=>[HU: f_id=X9G-10223.03.2290010179, hw_v=H14, l_num=598, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268166, sw_v=0421]
1212=>[HU: f_id=X9G-10229.03.2290010189, hw_v=H14, l_num=1212, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290594, sw_v=0421]
585=>[HU: f_id=X9G-10223.03.2290010214, hw_v=H14, l_num=585, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268240, sw_v=0421]
488=>[HU: f_id=X9G-10222.03.2290011432, hw_v=H14, l_num=488, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266407, sw_v=0421]
867=>[HU: f_id=X9G-10223.03.2290010264, hw_v=H14, l_num=867, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268391, sw_v=0421]
1314=>[HU: f_id=X9G-10229.03.2290010054, hw_v=H14, l_num=1314, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290209, sw_v=0421]
475=>[HU: f_id=X9G-10222.03.2290011561, hw_v=H14, l_num=475, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266653, sw_v=0421]
1151=>[HU: f_id=X9G-10227.03.2290010283, hw_v=H14, l_num=1151, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284360, sw_v=0421]
1937=>[HU: f_id=X9G-10227.03.2290010484, hw_v=H14, l_num=1937, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285073, sw_v=0421]
1774=>[HU: f_id=X9G-10227.03.2290010575, hw_v=H14, l_num=1774, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285354, sw_v=0421]
95 =>[HU: f_id=X9G-10216.03.2290010163, hw_v=H14, l_num= 95, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241197, sw_v=0421]
365=>[HU: f_id=X9G-10222.03.2290011580, hw_v=H14, l_num=365, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266691, sw_v=0421]
352=>[HU: f_id=X9G-10222.03.2290011617, hw_v=H14, l_num=352, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266819, sw_v=0421]
744=>[HU: f_id=X9G-10223.03.2290010039, hw_v=H14, l_num=744, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267083, sw_v=0421]
84 =>[HU: f_id=X9G-10216.03.2290010184, hw_v=H14, l_num= 84, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241256, sw_v=0421]
1123=>[HU: f_id=X9G-10227.03.2290010272, hw_v=H14, l_num=1123, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284327, sw_v=0421]
1909=>[HU: f_id=X9G-10227.03.2290010547, hw_v=H14, l_num=1909, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285258, sw_v=0421]
1746=>[HU: f_id=X9G-10227.03.2290010589, hw_v=H14, l_num=1746, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285411, sw_v=0421]
242=>[HU: f_id=X9G-10222.03.2290011675, hw_v=H14, l_num=242, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266898, sw_v=0421]
1583=>[HU: f_id=X9G-10227.03.2290010061, hw_v=H14, l_num=1583, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0283763, sw_v=0421]
634=>[HU: f_id=X9G-10222.03.2290011370, hw_v=H14, l_num=634, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266271, sw_v=0421]
288=>[HU: f_id=X9G-10222.03.2290011655, hw_v=H14, l_num=288, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266867, sw_v=0421]
621=>[HU: f_id=X9G-10222.03.2290011441, hw_v=H14, l_num=621, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266427, sw_v=0421]
757=>[HU: f_id=X9G-10223.03.2290010081, hw_v=H14, l_num=757, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268007, sw_v=0421]
949=>[HU: f_id=X9G-10223.03.2290010250, hw_v=H14, l_num=949, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268351, sw_v=0421]
1718=>[HU: f_id=X9G-10227.03.2290010581, hw_v=H14, l_num=1718, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285380, sw_v=0421]
178=>[HU: f_id=X9G-10216.03.2290010091, hw_v=H14, l_num=178, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0240981, sw_v=0421]
1555=>[HU: f_id=X9G-10227.03.2290010092, hw_v=H14, l_num=1555, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0283875, sw_v=0421]
165=>[HU: f_id=X9G-10216.03.2290010041, hw_v=H14, l_num=165, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0240835, sw_v=0421]
1392=>[HU: f_id=X9G-10229.03.2290010070, hw_v=H14, l_num=1392, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290249, sw_v=0421]
557=>[HU: f_id=X9G-10223.03.2290010150, hw_v=H14, l_num=557, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268114, sw_v=0421]
826=>[HU: f_id=X9G-10224.03.2290010001, hw_v=H14, l_num=826, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270747, sw_v=0421]
64 =>[HU: f_id=X9G-10216.03.2290010197, hw_v=H14, l_num= 64, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241348, sw_v=0421]
434=>[HU: f_id=X9G-10222.03.2290011402, hw_v=H14, l_num=434, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266339, sw_v=0421]
1527=>[HU: f_id=X9G-10227.03.2290010073, hw_v=H14, l_num=1527, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0283804, sw_v=0421]
1364=>[HU: f_id=X9G-10229.03.2290010130, hw_v=H14, l_num=1364, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290422, sw_v=0421]
703=>[HU: f_id=X9G-10223.03.2290010072, hw_v=H14, l_num=703, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267989, sw_v=0421]
1234=>[HU: f_id=X9G-10229.03.2290010100, hw_v=H14, l_num=1234, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290336, sw_v=0421]
1987=>[HU: f_id=X9G-10227.03.2290010509, hw_v=H14, l_num=1987, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285145, sw_v=0421]
311=>[HU: f_id=X9G-10222.03.2290011591, hw_v=H14, l_num=311, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266712, sw_v=0421]
1336=>[HU: f_id=X9G-10229.03.2290010047, hw_v=H14, l_num=1336, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290198, sw_v=0421]
1173=>[HU: f_id=X9G-10227.03.2290010296, hw_v=H14, l_num=1173, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284397, sw_v=0421]
1206=>[HU: f_id=X9G-10229.03.2290010102, hw_v=H14, l_num=1206, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290341, sw_v=0421]
1043=>[HU: f_id=X9G-10227.03.2290010453, hw_v=H14, l_num=1043, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284979, sw_v=0421]
1796=>[HU: f_id=X9G-10227.03.2290010529, hw_v=H14, l_num=1796, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285207, sw_v=0421]
1959=>[HU: f_id=X9G-10227.03.2290010468, hw_v=H14, l_num=1959, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285027, sw_v=0421]
234=>[HU: f_id=X9G-10223.03.2290010003, hw_v=H14, l_num=234, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267013, sw_v=0421]
247=>[HU: f_id=X9G-10222.03.2290011667, hw_v=H14, l_num=247, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266882, sw_v=0421]
516=>[HU: f_id=X9G-10222.03.2290011419, hw_v=H14, l_num=516, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266378, sw_v=0421]
1145=>[HU: f_id=X9G-10227.03.2290010340, hw_v=H14, l_num=1145, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284643, sw_v=0421]
124=>[HU: f_id=X9G-10216.03.2290010081, hw_v=H14, l_num=124, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0240951, sw_v=0421]
