100
['801', '802', '803', '804', '805', '806', '807', '808', '809', '810', '811', '812', '813', '814', '815', '816', '817', '818', '819', '820', '821', '822', '823', '824', '825', '826', '827', '828', '829', '830', '831', '832', '833', '834', '835', '836', '837', '838', '839', '840', '841', '842', '843', '844', '845', '846', '847', '848', '849', '850', '851', '852', '853', '854', '855', '856', '857', '858', '859', '860', '861', '862', '863', '864', '865', '866', '867', '868', '869', '870', '871', '872', '873', '874', '875', '876', '877', '878', '879', '880', '881', '882', '883', '884', '885', '886', '887', '888', '889', '890', '891', '892', '893', '894', '895', '896', '897', '898', '899', '900']
867=>[HU: f_id=X9G-10223.03.2290010264, hw_v=H14, l_num=867, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268391, sw_v=0421]
966=>[HU: f_id=X9G-10224.03.2290010029, hw_v=H14, l_num=966, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270908, sw_v=0421]
953=>[HU: f_id=X9G-10224.03.2290010073, hw_v=H14, l_num=953, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271546, sw_v=0421]
940=>[HU: f_id=X9G-10224.03.2290010046, hw_v=H14, l_num=940, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271484, sw_v=0421]
999=>[HU: f_id=X9G-10223.03.2290010287, hw_v=H14, l_num=999, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268471, sw_v=0421]
986=>[HU: f_id=X9G-10224.03.2290010018, hw_v=H14, l_num=986, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270888, sw_v=0421]
973=>[HU: f_id=X9G-10224.03.2290010066, hw_v=H14, l_num=973, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271533, sw_v=0421]
960=>[HU: f_id=X9G-10224.03.2290010077, hw_v=H14, l_num=960, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271552, sw_v=0421]
907=>[HU: f_id=X9G-10224.03.2290010014, hw_v=H14, l_num=907, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270880, sw_v=0421]
993=>[HU: f_id=X9G-10223.03.2290010273, hw_v=H14, l_num=993, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268408, sw_v=0421]
991=>[HU: f_id=X9G-10223.03.2290010275, hw_v=H14, l_num=991, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268426, sw_v=0421]
980=>[HU: f_id=X9G-10224.03.2290010063, hw_v=H14, l_num=980, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271527, sw_v=0421]
905=>[HU: f_id=X9G-10224.03.2290010015, hw_v=H14, l_num=905, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270883, sw_v=0421]
918=>[HU: f_id=X9G-10223.03.2290010334, hw_v=H14, l_num=918, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269566, sw_v=0421]
938=>[HU: f_id=X9G-10224.03.2290010044, hw_v=H14, l_num=938, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271465, sw_v=0421]
925=>[HU: f_id=X9G-10224.03.2290010089, hw_v=H14, l_num=925, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271578, sw_v=0421]
912=>[HU: f_id=X9G-10223.03.2290010330, hw_v=H14, l_num=912, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269554, sw_v=0421]
958=>[HU: f_id=X9G-10224.03.2290010079, hw_v=H14, l_num=958, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271556, sw_v=0421]
945=>[HU: f_id=X9G-10223.03.2290010241, hw_v=H14, l_num=945, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268328, sw_v=0421]
932=>[HU: f_id=X9G-10224.03.2290010048, hw_v=H14, l_num=932, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271488, sw_v=0421]
978=>[HU: f_id=X9G-10224.03.2290010067, hw_v=H14, l_num=978, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271535, sw_v=0421]
965=>[HU: f_id=X9G-10224.03.2290010032, hw_v=H14, l_num=965, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271413, sw_v=0421]
963=>[HU: f_id=X9G-10224.03.2290010030, hw_v=H14, l_num=963, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271409, sw_v=0421]
952=>[HU: f_id=X9G-10224.03.2290010072, hw_v=H14, l_num=952, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271544, sw_v=0421]
950=>[HU: f_id=X9G-10223.03.2290010254, hw_v=H14, l_num=950, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268369, sw_v=0421]
998=>[HU: f_id=X9G-10223.03.2290010281, hw_v=H14, l_num=998, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268444, sw_v=0421]
985=>[HU: f_id=X9G-10224.03.2290010002, hw_v=H14, l_num=985, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270751, sw_v=0421]
996=>[HU: f_id=X9G-10223.03.2290010265, hw_v=H14, l_num=996, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268392, sw_v=0421]
972=>[HU: f_id=X9G-10224.03.2290010069, hw_v=H14, l_num=972, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271539, sw_v=0421]
983=>[HU: f_id=X9G-10224.03.2290010009, hw_v=H14, l_num=983, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270871, sw_v=0421]
970=>[HU: f_id=X9G-10224.03.2290010036, hw_v=H14, l_num=970, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271436, sw_v=0421]
917=>[HU: f_id=X9G-10223.03.2290010335, hw_v=H14, l_num=917, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269568, sw_v=0421]
992=>[HU: f_id=X9G-10223.03.2290010276, hw_v=H14, l_num=992, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268428, sw_v=0421]
990=>[HU: f_id=X9G-10224.03.2290010005, hw_v=H14, l_num=990, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270756, sw_v=0421]
904=>[HU: f_id=X9G-10224.03.2290010016, hw_v=H14, l_num=904, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270884, sw_v=0421]
937=>[HU: f_id=X9G-10224.03.2290010042, hw_v=H14, l_num=937, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271446, sw_v=0421]
924=>[HU: f_id=X9G-10224.03.2290010091, hw_v=H14, l_num=924, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271584, sw_v=0421]
911=>[HU: f_id=X9G-10223.03.2290010332, hw_v=H14, l_num=911, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269557, sw_v=0421]
968=>[HU: f_id=X9G-10224.03.2290010035, hw_v=H14, l_num=968, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271433, sw_v=0421]
957=>[HU: f_id=X9G-10224.03.2290010081, hw_v=H14, l_num=957, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271561, sw_v=0421]
955=>[HU: f_id=X9G-10224.03.2290010075, hw_v=H14, l_num=955, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271549, sw_v=0421]
944=>[HU: f_id=X9G-10223.03.2290010247, hw_v=H14, l_num=944, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268345, sw_v=0421]
931=>[HU: f_id=X9G-10224.03.2290010049, hw_v=H14, l_num=931, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271490, sw_v=0421]
942=>[HU: f_id=X9G-10223.03.2290010251, hw_v=H14, l_num=942, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268354, sw_v=0421]
977=>[HU: f_id=X9G-10224.03.2290010068, hw_v=H14, l_num=977, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271538, sw_v=0421]
988=>[HU: f_id=X9G-10224.03.2290010019, hw_v=H14, l_num=988, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270890, sw_v=0421]
975=>[HU: f_id=X9G-10224.03.2290010064, hw_v=H14, l_num=975, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271529, sw_v=0421]
[32mIt's fine! Everything is unique.[0m
The total qty of HU is 200
