100
['1001', '1002', '1003', '1004', '1005', '1006', '1007', '1008', '1009', '1010', '1011', '1012', '1013', '1014', '1015', '1016', '1017', '1018', '1019', '1020', '1021', '1022', '1023', '1024', '1025', '1026', '1027', '1028', '1029', '1030', '1031', '1032', '1033', '1034', '1035', '1036', '1037', '1038', '1039', '1040', '1041', '1042', '1043', '1044', '1045', '1046', '1047', '1048', '1049', '1050', '1051', '1052', '1053', '1054', '1055', '1056', '1057', '1058', '1059', '1060', '1061', '1062', '1063', '1064', '1065', '1066', '1067', '1068', '1069', '1070', '1071', '1072', '1073', '1074', '1075', '1076', '1077', '1078', '1079', '1080', '1081', '1082', '1083', '1084', '1085', '1086', '1087', '1088', '1089', '1090', '1091', '1092', '1093', '1094', '1095', '1096', '1097', '1098', '1099', '1100']
1085=>[HU: f_id=X9G-10227.03.2290010406, hw_v=H14, l_num=1085, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284852, sw_v=0421]
1106=>[HU: f_id=X9G-10227.03.2290010304, hw_v=H14, l_num=1106, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284429, sw_v=0421]
1191=>[HU: f_id=X9G-10227.03.2290010318, hw_v=H14, l_num=1191, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284494, sw_v=0421]
1171=>[HU: f_id=X9G-10227.03.2290010299, hw_v=H14, l_num=1171, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284411, sw_v=0421]
1195=>[HU: f_id=X9G-10227.03.2290010327, hw_v=H14, l_num=1195, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284602, sw_v=0421]
1175=>[HU: f_id=X9G-10227.03.2290010301, hw_v=H14, l_num=1175, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284420, sw_v=0421]
1163=>[HU: f_id=X9G-10227.03.2290010313, hw_v=H14, l_num=1163, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284458, sw_v=0421]
1199=>[HU: f_id=X9G-10227.03.2290010320, hw_v=H14, l_num=1199, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284498, sw_v=0421]
1143=>[HU: f_id=X9G-10227.03.2290010333, hw_v=H14, l_num=1143, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284623, sw_v=0421]
1167=>[HU: f_id=X9G-10227.03.2290010307, hw_v=H14, l_num=1167, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284439, sw_v=0421]
1111=>[HU: f_id=X9G-10227.03.2290010341, hw_v=H14, l_num=1111, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284647, sw_v=0421]
1147=>[HU: f_id=X9G-10227.03.2290010336, hw_v=H14, l_num=1147, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284631, sw_v=0421]
1135=>[HU: f_id=X9G-10227.03.2290010358, hw_v=H14, l_num=1135, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284703, sw_v=0421]
1115=>[HU: f_id=X9G-10227.03.2290010348, hw_v=H14, l_num=1115, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284663, sw_v=0421]
1180=>[HU: f_id=X9G-10227.03.2290010294, hw_v=H14, l_num=1180, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284392, sw_v=0421]
1139=>[HU: f_id=X9G-10227.03.2290010365, hw_v=H14, l_num=1139, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284720, sw_v=0421]
1119=>[HU: f_id=X9G-10227.03.2290010346, hw_v=H14, l_num=1119, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284660, sw_v=0421]
1107=>[HU: f_id=X9G-10227.03.2290010357, hw_v=H14, l_num=1107, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284698, sw_v=0421]
1184=>[HU: f_id=X9G-10227.03.2290010285, hw_v=H14, l_num=1184, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284366, sw_v=0421]
1152=>[HU: f_id=X9G-10227.03.2290010282, hw_v=H14, l_num=1152, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284358, sw_v=0421]
1176=>[HU: f_id=X9G-10227.03.2290010305, hw_v=H14, l_num=1176, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284433, sw_v=0421]
1120=>[HU: f_id=X9G-10227.03.2290010347, hw_v=H14, l_num=1120, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284662, sw_v=0421]
1156=>[HU: f_id=X9G-10227.03.2290010274, hw_v=H14, l_num=1156, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284333, sw_v=0421]
1144=>[HU: f_id=X9G-10227.03.2290010339, hw_v=H14, l_num=1144, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284640, sw_v=0421]
1124=>[HU: f_id=X9G-10227.03.2290010264, hw_v=H14, l_num=1124, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284307, sw_v=0421]
1148=>[HU: f_id=X9G-10227.03.2290010337, hw_v=H14, l_num=1148, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284634, sw_v=0421]
1128=>[HU: f_id=X9G-10227.03.2290010266, hw_v=H14, l_num=1128, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284312, sw_v=0421]
1116=>[HU: f_id=X9G-10227.03.2290010342, hw_v=H14, l_num=1116, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284648, sw_v=0421]
1193=>[HU: f_id=X9G-10227.03.2290010316, hw_v=H14, l_num=1193, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284487, sw_v=0421]
1197=>[HU: f_id=X9G-10227.03.2290010329, hw_v=H14, l_num=1197, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284604, sw_v=0421]
1161=>[HU: f_id=X9G-10227.03.2290010315, hw_v=H14, l_num=1161, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284485, sw_v=0421]
1185=>[HU: f_id=X9G-10227.03.2290010284, hw_v=H14, l_num=1185, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284363, sw_v=0421]
1165=>[HU: f_id=X9G-10227.03.2290010311, hw_v=H14, l_num=1165, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284451, sw_v=0421]
1189=>[HU: f_id=X9G-10227.03.2290010289, hw_v=H14, l_num=1189, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284377, sw_v=0421]
1133=>[HU: f_id=X9G-10227.03.2290010364, hw_v=H14, l_num=1133, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284718, sw_v=0421]
1169=>[HU: f_id=X9G-10227.03.2290010309, hw_v=H14, l_num=1169, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284445, sw_v=0421]
1157=>[HU: f_id=X9G-10227.03.2290010277, hw_v=H14, l_num=1157, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284347, sw_v=0421]
1137=>[HU: f_id=X9G-10227.03.2290010361, hw_v=H14, l_num=1137, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284709, sw_v=0421]
1101=>[HU: f_id=X9G-10227.03.2290010302, hw_v=H14, l_num=1101, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284423, sw_v=0421]
1105=>[HU: f_id=X9G-10227.03.2290010351, hw_v=H14, l_num=1105, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284670, sw_v=0421]
1170=>[HU: f_id=X9G-10227.03.2290010310, hw_v=H14, l_num=1170, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284448, sw_v=0421]
1129=>[HU: f_id=X9G-10227.03.2290010270, hw_v=H14, l_num=1129, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284322, sw_v=0421]
1150=>[HU: f_id=X9G-10227.03.2290010332, hw_v=H14, l_num=1150, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284621, sw_v=0421]
1109=>[HU: f_id=X9G-10227.03.2290010354, hw_v=H14, l_num=1109, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284688, sw_v=0421]
1174=>[HU: f_id=X9G-10227.03.2290010295, hw_v=H14, l_num=1174, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284395, sw_v=0421]
1198=>[HU: f_id=X9G-10227.03.2290010328, hw_v=H14, l_num=1198, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284603, sw_v=0421]
1178=>[HU: f_id=X9G-10227.03.2290010300, hw_v=H14, l_num=1178, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284417, sw_v=0421]
1142=>[HU: f_id=X9G-10227.03.2290010338, hw_v=H14, l_num=1142, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284637, sw_v=0421]
1122=>[HU: f_id=X9G-10227.03.2290010265, hw_v=H14, l_num=1122, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284311, sw_v=0421]
1166=>[HU: f_id=X9G-10227.03.2290010306, hw_v=H14, l_num=1166, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284436, sw_v=0421]
1146=>[HU: f_id=X9G-10227.03.2290010335, hw_v=H14, l_num=1146, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284628, sw_v=0421]
1110=>[HU: f_id=X9G-10227.03.2290010352, hw_v=H14, l_num=1110, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284673, sw_v=0421]
1114=>[HU: f_id=X9G-10227.03.2290010349, hw_v=H14, l_num=1114, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284666, sw_v=0421]
1138=>[HU: f_id=X9G-10227.03.2290010366, hw_v=H14, l_num=1138, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284723, sw_v=0421]
['X9G-10227.03.2290010278']
{'X9G-10227.03.2290010278': 2}
[31mThere is a duplicate item, Please check it![0m
The total qty of HU is 100
